616.916,348.709,1800
617.431,329.618,1833.33
614.188,301.342,1866.67
608.417,271.039,1900
600.762,236.91,1933.33
594.052,215.533,1966.67
588.167,194.149,2000
583.945,177.095,2033.33
578.79,168.979,2066.67
571.988,162.87,2100
565.797,164.456,2133.33
560.846,168.632,2166.67
553.834,176.305,2200
546.009,194.606,2233.33
540.363,212.53,2266.67
533.544,234.167,2300
529.082,262.617,2333.33
525.398,294.381,2366.67
520.54,328.731,2400
515.33,369.176,2433.33
511.255,407.641,2466.67
507.884,455.025,2500
498.348,514.571,2533.33
494.019,563.518,2566.67
490.555,621.275,2600
484.359,702.663,2633.33
